ID,User,Date,Tweet
1339719316648804352,GhostTanX1,2020-12-17 23:49:10,"RT @realDonaldTrump: I have NOTHING to do with the potential prosecution of Hunter Biden, or the Biden family. It is just more Fake News. A…"
1339719316644704256,mellamity,2020-12-17 23:49:10,@FloWiIIow i’m not catra 😭
1339719316636360706,BombShellOfWWE,2020-12-17 23:49:10,Who wants a present https://t.co/ZQWlbxx6MN
1339719316636315648,aine_elizabeth,2020-12-17 23:49:10,@JimMFelton Fixed https://t.co/HSzgJsyddC
1339719316632182784,axoxo46,2020-12-17 23:49:10,RT @pulte: I am so disappointed in Congress.  I am mostly disappointed in the complete lack of tone deafness from politicians who collect p…
1339719316628008960,MiggyXeno,2020-12-17 23:49:10,sephiroth trying to think of more ways to traumatize cloud https://t.co/IgrVAstGfK
1339719316619603975,universally_sad,2020-12-17 23:49:10,"RT @h8kye: i’m not ignoring anyone, i’m just SAD BRO, i’m drained"
1339719316615221248,sam_ieatboyss,2020-12-17 23:49:10,@daenerysdelrey_ Thank you!
1339719316607037446,Slimchizzle,2020-12-17 23:49:10,RT @WayneRooney: Proud day. Kai signing for @ManUtd. Keep up the hard work son ❤️ https://t.co/tTYuUZj7yn
1339719316607012867,alocalhoney,2020-12-17 23:49:10,@WeaponXKP21 To promote her own bullshit in the same breath jeez
1339719316602818562,SJBsMama,2020-12-17 23:49:10,RT @GRIFTSH0P: $600 isn't close to covering rent but it's enough to buy a weapon
1339719316598616064,StevePeers,2020-12-17 23:49:10,@PaoloSandro2 @GeorgePeretzQC @philalane @jeff_a_king @thatginamiller @AlexDean94 @JoshuaRozenberg @DinahRoseQC… https://t.co/q2RZI1zQmv
1339719316598611968,RobinsonWRLD,2020-12-17 23:49:10,"@DotsNCuts @CursedChargers This is my team, hopefully if he only drops a 5 I have the fire power to combat that https://t.co/cO7eQ2Uamj"
1339719316594417664,yallab__,2020-12-17 23:49:10,@DoctorSush You would say this
1339719316581707782,nrlakmsfy,2020-12-17 23:49:10,RT @adlinakml: from this.               to this https://t.co/0Ieqw3bw01
1339719316573327361,STARKlSSY,2020-12-17 23:49:10,@champagnevoI6 youre so pretty and sunflower definitely
1339719316569272323,DebMundell,2020-12-17 23:49:10,Integrating built-in bunk beds into your guest room is a great way to create space as well as comfort for everyone.… https://t.co/Re0he76f9B
1339719316560891904,YaBoyJersey,2020-12-17 23:49:10,RT @pulte: I am so disappointed in Congress.  I am mostly disappointed in the complete lack of tone deafness from politicians who collect p…
1339719316560883720,ionheartus,2020-12-17 23:49:10,Hospitals you say it was the car or the truck ? Stop playing games. There is so much more to fix. Hope you all have a nice night.
1339719316560883718,13wildhare,2020-12-17 23:49:10,the owl is who hoooting 🥰
1339719316556660738,peachy_delights,2020-12-17 23:49:10,the kihnos that already have tracking in the ml were finally picked up today! i will be sending out a few more tomo… https://t.co/Hq39TPP2OH
1339719316552511500,toeknail1,2020-12-17 23:49:10,I’m currently enjoying a wine tasting virtually with @melvillewinery. I am certainly not a wine expert but I know w… https://t.co/dE1RrhREG5
1339719316552511493,VoidBerrySwirl,2020-12-17 23:49:10,"Question

Would you"
1339719316552491016,jennlaw02,2020-12-17 23:49:10,"@pshoe001 @JocelynBenson @realDonaldTrump @JoeBiden Um. There are not 15,000 counties in Michigan."
1339719316548317186,derekarenaaa,2020-12-17 23:49:10,It’s really one of them days..
1339719316548284418,bigtittytaurus,2020-12-17 23:49:10,RT @landonromano: One thing about me imma be late REGARDLESS ! So just go on ab your business and when I show up is when I show up
1339719316539846656,GiaArsenic,2020-12-17 23:49:10,Well Meg 🥺  @theestallion if you sending secret Santa 🎅🏾 bitcoins and shit I want some 😂 https://t.co/wxnAHrhyxC
1339719316531515398,Lori74458665,2020-12-17 23:49:10,"RT @funder: Senator-elect @TTuberville now says he’ll do “due diligence” on whether he’ll challenge Electoral College in Congress. This, fo…"
1339719316527263747,rayvennnn_,2020-12-17 23:49:10,RT @_kviimani: I dont be talking to nobody nomore fr
1339719316518952961,Patrick_d_Don,2020-12-17 23:49:10,"@iamcardib This habit reach yanki?
E no get where charger thief no dey o"
1339719316506202112,TurboBorb69,2020-12-17 23:49:10,"RT @WtrmlnthGcko: I feel funny...!

This piece here was done by the lovely @sotnsot! Give them some love, as they do some lovely work with…"
1339719316497788929,rootbeermiilk,2020-12-17 23:49:10,not a day goes by where i don’t think about how leon the professional is the greatest movie of all time
1339719316493783040,shaki_9,2020-12-17 23:49:10,@1D_all5 Oh damn 😕
